id,genre,title,author,purchase_price,purchase_date
2718, War,All the Light We Cannot See,Anthony Doerr,4.45,10/08/2023
2719, Mystery,Houdini Heart,Ki Longfellow,4.58,10/08/2023
2720, Middle Grade,Artemis Fowl,Eoin Colfer,4.97,10/08/2023
2721, Young Adult,Pippi Longstocking,Astrid Lindgren,6.7,10/08/2023
2722, Short Stories,The Tales of Beedle the Bard,J.K. Rowling,1.79,10/08/2023
2723, Young Adult,The Virgin Suicides,Jeffrey Eugenides,2.67,10/08/2023
2724, Classics,The Reader,Bernhard Schlink,3.16,10/08/2023
2725, Adult,Nineteen Minutes,Jodi Picoult,2.66,10/08/2023
2726, Fiction,The House of Hades,Rick Riordan,8,10/08/2023
2727, Adventure,Shantaram,Gregory David Roberts,5.97,10/08/2023
2728, Crime,The Devil in the White City: Murder,Erik Larson,6.78,10/08/2023
2729, Romance,Redeeming Love,Francine Rivers,3.81,10/08/2023
2730, Romance,The Age of Innocence,Edith Wharton,3.77,10/08/2023
2731, Romance,The Host,Stephenie Meyer,3.89,10/08/2023
2732, Mystery Thriller,The Lost Symbol,Dan Brown,0.85,10/08/2023
2733, Paranormal,Betrayed,P.C. Cast,3.38,10/08/2023
2734, Literature,The Grapes of Wrath,John Steinbeck,27.35,10/08/2023
2735, Historical Fiction,Northanger Abbey,Jane Austen,0.85,10/08/2023
2736, Young Adult,The Voyage of the Dawn Treader,C.S. Lewis,7.83,10/08/2023
2737, Ireland,Dubliners,James Joyce,2.74,10/08/2023
2738, Paranormal Romance,Lover Awakened,J.R. Ward,2.5,10/08/2023
2739, New Adult,A Court of Thorns and Roses,Sarah J. Maas,18.9,10/08/2023
2740, Adult Fiction,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,1.71,10/08/2023
2741, Literature,The Waste Land,T.S. Eliot,5.26,10/08/2023
2742, Paranormal,Untamed,P.C. Cast,2.87,10/08/2023
2743, Novels,Everything Is Illuminated,Jonathan Safran Foer,1.45,10/08/2023
2744, Magic,Crown of Midnight,Sarah J. Maas,18.19,10/08/2023
2745, Biography,I Know Why the Caged Bird Sings,Maya Angelou,4.64,10/08/2023
2746, Short Stories,I Robot,Isaac Asimov,8.99,10/08/2023
2747, Romance,The Twilight Collection,Stephenie Meyer,28.05,10/08/2023
2748, School,The Pearl,John Steinbeck,12.38,10/08/2023
2749, Fantasy,The One,Kiera Cass,3.39,10/08/2023
2750, Literature,The Jungle,Upton Sinclair,2.94,10/08/2023
2751, Paranormal,Carrie,Stephen King,7.01,10/08/2023
2752, Historical,Snow Falling on Cedars,David Guterson,1.79,10/08/2023
2753, Fiction,Voyager,Diana Gabaldon,5.97,10/08/2023
2754, Historical,I Claudius,Robert Graves,3.38,10/08/2023
2755, Magic,Heir of Fire,Sarah J. Maas,8.99,10/08/2023
2756, Essays,Me Talk Pretty One Day,David Sedaris,1.44,10/08/2023
2757, Paranormal,Chosen,P.C. Cast,1.79,10/08/2023
2758, Historical Fiction,A Room with a View,E.M. Forster,9.24,10/08/2023
2759, 19th Century,Bleak House,Charles Dickens,5.51,10/08/2023
2760, Politics,The Republic,Plato,2.85,10/08/2023
2761, Young Adult,The Last Battle,C.S. Lewis,1.79,10/08/2023
2762, Paranormal,The Exorcist,William Peter Blatty,6.49,10/08/2023
2763, Drama,The Elephant Tree,R.D. Ronald,5.42,10/08/2023
2764, Young Adult,Coraline,Neil Gaiman,11.55,10/08/2023
2765, Literature,Demian: Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,3.56,10/08/2023
2766, Fiction,The 5th Wave,Rick Yancey,1.64,10/08/2023
2767, Paranormal,The Iron King,Julie Kagawa,3.81,10/08/2023
2768, Novels,Quantum Roots II: Worm Holes,Kyle Keyes,14.36,10/08/2023
2769, Romance,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Sáenz,19.17,10/08/2023
2770, Fantasy,The Hunger Games,Suzanne Collins,5.09,13/10/2022
2771, Magic,Harry Potter and the Order of the Phoenix,J.K. Rowling,7.38,13/10/2022
2772, Vampires,Twilight,Stephenie Meyer,2.1,13/10/2022
2773, Historical,The Book Thief,Markus Zusak,3.8,13/10/2022
2774, Fantasy,Animal Farm,George Orwell,4.42,13/10/2022
2775, Adventure,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,21.15,13/10/2022
2776, Romance,Gone with the Wind,Margaret Mitchell,5.58,13/10/2022
2777, Fiction,The Giving Tree,Shel Silverstein,4.87,13/10/2022
2778, Gothic,Wuthering Heights,Emily Brontë,2.73,13/10/2022
2779, Historical,Memoirs of a Geisha,Arthur Golden,2.76,13/10/2022
2780, Childrens,Alices Adventures in Wonderland & Through the Looking-Glass,Lewis Carroll,3.07,13/10/2022
2781, Historical Fiction,Jane Eyre,Charlotte Brontë,5.46,13/10/2022
2782, Fantasy,Divergent,Veronica Roth,0.88,13/10/2022
2783, School,Lord of the Flies,William Golding,1.89,13/10/2022
2784, Romance,Romeo and Juliet,William Shakespeare,6.79,13/10/2022
2785, Philosophy,The Alchemist,Paulo Coelho,13.22,13/10/2022
2786, Literature,Crime and Punishment,Fyodor Dostoyevsky,18.85,13/10/2022
2787, Romance,City of Bones,Cassandra Clare,6.29,13/10/2022
2788, Fantasy,Enders Game,Orson Scott Card,4.6,13/10/2022
2789, Childrens,Anne of Green Gables,L.M. Montgomery,6.07,13/10/2022
2790, Young Adult,Charlottes Web,E.B. White,6.15,13/10/2022
2791, Historical Fiction,Of Mice and Men,John Steinbeck,5.75,13/10/2022
2792, Fantasy,Dracula,Bram Stoker,4.55,13/10/2022
2793, Dystopia,Brave New World,Aldous Huxley,3.78,13/10/2022
2794, Literature,The Catcher in the Rye,J.D. Salinger,2.6,13/10/2022
2795, Romance,The Princess Bride,William Goldman,6.23,13/10/2022
2796, Fiction,The Lightning Thief,Rick Riordan,1.79,13/10/2022
2797, Young Adult,The Secret Garden,Frances Hodgson Burnett,3.33,13/10/2022
2798, Novels,A Thousand Splendid Suns,Khaled Hosseini,1.16,13/10/2022
2799, Young Adult,A Wrinkle in Time,Madeleine LEngle,4.8,13/10/2022
2800, Adult,A Game of Thrones,George R.R. Martin,4.01,13/10/2022
2801, Literature,The Adventures of Huckleberry Finn,Mark Twain,6.99,13/10/2022
2802, Contemporary,The Lovely Bones,Alice Sebold,1.91,13/10/2022
2803, Classics,Where the Wild Things Are,Maurice Sendak,3.67,13/10/2022
2804, Fiction,Green Eggs and Ham,Dr. Seuss,2.98,13/10/2022
2805, Mythology,The Odyssey,Homer,3.65,13/10/2022
2806, Adventure,Life of Pi,Yann Martel,2.86,13/10/2022
2807, Literature,A Tale of Two Cities,Charles Dickens,1.12,13/10/2022
2808, Historical,Water for Elephants,Sara Gruen,3.46,13/10/2022
2809, War,Slaughterhouse-Five,Kurt Vonnegut Jr.,8.5,13/10/2022
2810, Science Fiction,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,8.75,13/10/2022
2811, Dystopia,The Giver,Lois Lowry,7.15,13/10/2022
2812, Historical Fiction,Catch-22,Joseph Heller,3.32,13/10/2022
2813, Classics,Dune,Frank Herbert,29.34,13/10/2022
2814, Science Fiction,The Stand,Stephen King,8.38,13/10/2022
2815, Young Adult,Watership Down,Richard Adams,5.25,13/10/2022
2816, Historical Fiction,Great Expectations,Charles Dickens,0.85,13/10/2022
2817, Young Adult,Little Women,Louisa May Alcott,5.51,13/10/2022
2818, Magic,Harry Potter and the Deathly Hallows,J.K. Rowling,2.85,13/10/2022
2819, Fiction,Outlander,Diana Gabaldon,5.98,13/10/2022
2820, Young Adult,My Sisters Keeper,Jodi Picoult,2.76,13/10/2022
2821, Fantasy,Matilda,Roald Dahl,6.01,13/10/2022
2822, Feminism,The Color Purple,Alice Walker,13.75,13/10/2022
2823, Young Adult,A Tree Grows in Brooklyn,Betty Smith,5.01,13/10/2022
2824, Dystopia,A Clockwork Orange,Anthony Burgess,13.05,13/10/2022
2825, Post Apocalyptic,The Road,Cormac McCarthy,6.83,13/10/2022
2826, Literature,The Brothers Karamazov,Fyodor Dostoyevsky,5.51,13/10/2022
2827, Classics,Angelas Ashes,Frank McCourt,2.76,13/10/2022
2828, Paranormal,Vampire Academy,Richelle Mead,3.33,13/10/2022
2829, Classics,The Poisonwood Bible,Barbara Kingsolver,4.12,13/10/2022
2830, Childrens,The Golden Compass,Philip Pullman,1.61,13/10/2022
2831, Spanish Literature,Don Quixote,Miguel de Cervantes Saavedra,9.04,13/10/2022
2832, Politics,Atlas Shrugged,Ayn Rand,4.41,13/10/2022
2833, Magic,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,5.94,13/10/2022
2834, Novels,The Old Man and the Sea,Ernest Hemingway,15.63,13/10/2022
2835, Fantasy,Winnie-the-Pooh,A.A. Milne,5.3,13/10/2022
2836, Fiction,The Complete Stories and Poems,Edgar Allan Poe,5.27,13/10/2022
2837, Vampires,Interview with the Vampire,Anne Rice,2.66,13/10/2022
2838, Literature,A Prayer for Owen Meany,John Irving,2.86,13/10/2022
2839, Adventure,Moby-Dick or,Herman Melville,1.87,13/10/2022
2840, Religion,The Red Tent,Anita Diamant,5.26,13/10/2022
2841, Classics,The Secret Life of Bees,Sue Monk Kidd,3.5,13/10/2022
2842, Romance,Clockwork Angel,Cassandra Clare,4.62,13/10/2022
2843, Crime,And Then There Were None,Agatha Christie,4.82,13/10/2022
2844, LGBT,Middlesex,Jeffrey Eugenides,3.11,13/10/2022
2845, Fantasy,The Master and Margarita,Mikhail Bulgakov,13.56,13/10/2022
2846, High Fantasy,The Name of the Wind,Patrick Rothfuss,9.36,13/10/2022
2847, Classics,The Shining,Stephen King,7.59,13/10/2022
2848, Young Adult,The Adventures of Tom Sawyer,Mark Twain,3.36,13/10/2022
2849, Dragons,Eragon,Christopher Paolini,2.86,13/10/2022
2850, Classics,Charlie and the Chocolate Factory,Roald Dahl,1.13,13/10/2022
2851, Literature,On the Road,Jack Kerouac,1.91,13/10/2022
2852, Contemporary,The Curious Incident of the Dog in the Night-Time,Mark Haddon,2.94,13/10/2022
2853, Classics,The Very Hungry Caterpillar,Eric Carle,2.42,13/10/2022
2854, Inspirational,Tuesdays with Morrie,Mitch Albom,3.27,13/10/2022
2855, Literature,The Unbearable Lightness of Being,Milan Kundera,11.62,13/10/2022
2856, Classics,The Name of the Rose,Umberto Eco,4.07,13/10/2022
2857, Childrens,Where the Red Fern Grows,Wilson Rawls,5.4,13/10/2022
2858, Magic,Harry Potter and the Chamber of Secrets,J.K. Rowling,4.17,13/10/2022
2859, School,The Scarlet Letter,Nathaniel Hawthorne,1.91,13/10/2022
2860, Crime,In Cold Blood,Truman Capote,6.58,13/10/2022
2861, Thriller,Fight Club,Chuck Palahniuk,10.16,13/10/2022
2862, Fantasy,The Five People You Meet in Heaven,Mitch Albom,3.57,13/10/2022
2863, Paranormal,Hush,Becca Fitzpatrick,2.55,13/10/2022
2864, Fiction,The Cat in the Hat,Dr. Seuss,0.85,13/10/2022
2865, Adventure,The Count of Monte Cristo,Alexandre Dumas,6.13,13/10/2022
2866, Classics,Lonesome Dove,Larry McMurtry,4.55,13/10/2022
2867, Horror,Perfume: The Story of a Murderer,Patrick Süskind,2.6,13/10/2022
2868, Middle Grade,Holes,Louis Sachar,3.1,13/10/2022
2869, Science Fiction,Watchmen,Alan Moore,4.85,13/10/2022
2870, Fantasy,It,Stephen King,5.71,13/10/2022
2871, Fiction,The Last Olympian,Rick Riordan,7.44,22/01/2023
2872, Literature,The Divine Comedy,Dante Alighieri,13.66,22/01/2023
2873, Childrens,Peter Pan,J.M. Barrie,5.26,22/01/2023
2874, War,All Quiet on the Western Front,Erich Maria Remarque,2.32,22/01/2023
2875, Adventure,The Hobbit,J.R.R. Tolkien,4.68,22/01/2023
2876, Fiction,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company,3.17,22/01/2023
2877, Romance,Love in the Time of Cholera,Gabriel García Márquez,3.36,22/01/2023
2878, Paranormal,Shadow Kiss,Richelle Mead,2.76,22/01/2023
2879, Fantasy,The Ultimate Hitchhikers Guide to the Galaxy,Douglas Adams,2.76,22/01/2023
2880, Classics,Atonement,Ian McEwan,2.86,22/01/2023
2881, Drama,The Importance of Being Earnest,Oscar Wilde,5.26,22/01/2023
2882, Biography,Eat Pray Love,Elizabeth Gilbert,5.56,22/01/2023
2883, School,Their Eyes Were Watching God,Zora Neale Hurston,14.2,22/01/2023
2884, Childrens,The Wonderful Wizard of Oz,L. Frank Baum,1.45,22/01/2023
2885, Fiction,Goodnight Moon,Margaret Wise Brown,5.69,22/01/2023
2886, Classics,The Lorax,Dr. Seuss,41.26,22/01/2023
2887, Paranormal,Blood Promise,Richelle Mead,3.73,22/01/2023
2888, China,The Good Earth,Pearl S. Buck,5.27,22/01/2023
2889, Africa,Heart of Darkness,Joseph Conrad,7.19,22/01/2023
2890, Drama,A Midsummer Nights Dream,William Shakespeare,3,22/01/2023
2891, Paranormal,Clockwork Princess,Cassandra Clare,4,22/01/2023
2892, Fiction,The Prophet,Kahlil Gibran,5.8,22/01/2023
2893, Fiction,The Titans Curse,Rick Riordan,3.43,22/01/2023
2894, Fiction,The Sea of Monsters,Rick Riordan,1.91,22/01/2023
2895, China,The Joy Luck Club,Amy Tan,4.74,22/01/2023
2896, Childrens,Alice in Wonderland,Jane Carruth (Adapted By),5.26,22/01/2023
2897, Young Adult,The Call of the Wild,Jack London,5.38,22/01/2023
2898, Fantasy,Jonathan Livingston Seagull,Richard Bach,4.55,22/01/2023
2899, Literature,Madame Bovary,Gustave Flaubert,1.45,22/01/2023
2900, Classics,The Phantom Tollbooth,Norton Juster,5.79,22/01/2023
2901, Dystopia,The Hunger Games Trilogy Boxset,Suzanne Collins,4.09,22/01/2023
2902, Classics,Oh the Places Youll Go!,Dr. Seuss,5.01,22/01/2023
2903, Crime,The Girl Who Played with Fire,Stieg Larsson,3.25,22/01/2023
2904, Fiction,The Maze Runner,James Dashner,3.17,22/01/2023
2905, Young Adult,The Neverending Story,Michael Ende,7.54,22/01/2023
2906, Young Adult,Treasure Island,Robert Louis Stevenson,5.6,22/01/2023
2907, Science Fiction Fantasy,A Storm of Swords,George R.R. Martin,3.57,22/01/2023
2908, Literature,The Canterbury Tales,Geoffrey Chaucer,3.9,22/01/2023
2909, War,A Farewell to Arms,Ernest Hemingway,0.91,22/01/2023
2910, Realistic Fiction,Tote Mädchen lügen nicht,Jay Asher,3.86,22/01/2023
2911, Science Fiction Fantasy,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,2.76,22/01/2023
2912, Historical,Shōgun,James Clavell,7.04,22/01/2023
2913, Novels,Extremely Loud & Incredibly Close,Jonathan Safran Foer,2.41,22/01/2023
2914, Crime,Murder on the Orient Express,Agatha Christie,2.56,22/01/2023
2915, Childrens,His Dark Materials,Philip Pullman,3.57,22/01/2023
2916, Young Adult,A Little Princess,Frances Hodgson Burnett,2.87,22/01/2023
2917, Holocaust,Schindlers List,Thomas Keneally,0.85,22/01/2023
2918, Paranormal,Last Sacrifice,Richelle Mead,3.8,22/01/2023
2919, Historical Fiction,The Night Circus,Erin Morgenstern,7.02,22/01/2023
2920, Paranormal,Fallen,Lauren Kate,4.64,22/01/2023
2921, High Fantasy,The Silmarillion,J.R.R. Tolkien,17.07,22/01/2023
2922, Historical,The Secret Magdalene,Ki Longfellow,5.6,22/01/2023
2923, Magical Realism,Beloved,Toni Morrison,3.8,22/01/2023
2924, Literature,A Confederacy of Dunces,John Kennedy Toole,5.91,22/01/2023
2925, Fantasy,The Selection,Kiera Cass,5.01,22/01/2023
2926, Picture Books,The Velveteen Rabbit,Margery Williams Bianco,5.9,22/01/2023
2927, Fantasy,Catching Fire,Suzanne Collins,3.66,22/01/2023
2928, Fiction,The Lost Hero,Rick Riordan,10.25,22/01/2023
2929, Paranormal,Spirit Bound,Richelle Mead,4.59,22/01/2023
2930, Paranormal,Clockwork Prince,Cassandra Clare,5.69,22/01/2023
2931, Mythology,The Iliad/The Odyssey,Homer,6.15,22/01/2023
2932, Historical Fiction,The Crucible,Arthur Miller,3.98,22/01/2023
2933, Humor,Cats Cradle,Kurt Vonnegut Jr.,5.69,22/01/2023
2934, Contemporary,The God of Small Things,Arundhati Roy,3.17,22/01/2023
2935, Fantasy,The Wind in the Willows,Kenneth Grahame,4.18,22/01/2023
2936, Classics,Girl with a Pearl Earring,Tracy Chevalier,2.86,22/01/2023
2937, Christian,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Corrie ten Boom,4.17,22/01/2023
2938, Fiction,A Light in the Attic,Shel Silverstein,12.08,22/01/2023
2939, Mystery,The Silence of the Lambs,Thomas Harris,3.11,22/01/2023
2940, Paranormal,Shiver,Maggie Stiefvater,7.05,22/01/2023
2941, Fiction,Uglies,Scott Westerfeld,3.58,22/01/2023
2942, Romance,City of Fallen Angels,Cassandra Clare,4.75,22/01/2023
2943, History,Mans Search for Meaning,Viktor E. Frankl,7.37,22/01/2023
2944, Adult Fiction,Shes Come Undone,Wally Lamb,1.91,22/01/2023
2945, Romance,The Phantom of the Opera,Gaston Leroux,2.86,22/01/2023
2946, Dogs,Marley and Me: Life and Love With the Worlds Worst Dog,John Grogan,5.29,22/01/2023
2947, Romance,Ella Enchanted,Gail Carson Levine,1.91,22/01/2023
2948, Japanese Literature,The Wind-Up Bird Chronicle,Haruki Murakami,22.25,22/01/2023
2949, Thriller,The Green Mile,Stephen King,17.56,22/01/2023
2950, Science Fiction Fantasy,A Clash of Kings,George R.R. Martin,1.91,22/01/2023
2951, Paranormal,Marked,P.C. Cast,1.79,22/01/2023
2952, Romance,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,3.65,22/01/2023
2953, Journalism,Fear and Loathing in Las Vegas,Hunter S. Thompson,5.69,22/01/2023
2954, Classics,The House of the Spirits,Isabel Allende,3.32,22/01/2023
2955, Fiction,The Complete Calvin and Hobbes,Bill Watterson,110.67,22/01/2023
2956, Historical,Roots: The Saga of an American Family,Alex Haley,3.1,22/01/2023
2957, Suspense,Misery,Stephen King,1.12,22/01/2023
2958, Romance,Howls Moving Castle,Diana Wynne Jones,5.95,22/01/2023
2959, Science Fiction Fantasy,Stranger in a Strange Land,Robert A. Heinlein,6.4,22/01/2023
2960, Crime,The Girl Who Kicked the Hornets Nest,Stieg Larsson,1.64,22/01/2023
2961, Literary Fiction,The Secret History,Donna Tartt,9.11,22/01/2023
2962, Adult Fiction,White Oleander,Janet Fitch,4.89,22/01/2023
2963, Science Fiction,Delirium,Lauren Oliver,2.86,22/01/2023
2964, Drama,Othello,William Shakespeare,6.76,22/01/2023
2965, Historical,Flow Down Like Silver: Hypatia of Alexandria,Ki Longfellow,8.08,22/01/2023
2966, Romance,Paper Towns,John Green,1.61,22/01/2023
2967, Fiction,The Vampire Lestat,Anne Rice,5.68,22/01/2023
2968, Realistic Fiction,Speak,Laurie Halse Anderson,5.07,22/01/2023
2969, Russian Literature,The Idiot,Fyodor Dostoyevsky,5.46,22/01/2023
2970, Fiction,King Lear,William Shakespeare,3.78,22/01/2023
2971, Historical Fiction,The Once and Future King,T.H. White,2.66,22/01/2023
2972, Literary Fiction,I Know This Much Is True,Wally Lamb,2.94,22/01/2023
2973, Science Fiction Fantasy,Neverwhere,Neil Gaiman,4.66,22/01/2023
2974, Adventure,Into the Wild,Jon Krakauer,3.75,22/01/2023
2975, Childrens,Inkheart,Cornelia Funke,3.52,22/01/2023
2976, Fantasy,Lamb: The Gospel According to Biff,Christopher Moore,3.56,22/01/2023
2977, Crime,The Complete Sherlock Holmes,Arthur Conan Doyle,11.24,22/01/2023
2978, France,Candide,Voltaire,1.45,22/01/2023
2979, Classics,James and the Giant Peach,Roald Dahl,5.4,22/01/2023
2980, History,Blood River: A Journey to Africas Broken Heart,Tim Butcher,2.76,22/01/2023
2981, Literature,Paradise Lost,John Milton,1.91,22/01/2023
2982, Classics,All Creatures Great and Small,James Herriot,2.63,22/01/2023
2983, Plays,The Complete Works,William Shakespeare,4.44,22/01/2023
2984, Gothic,The Thirteenth Tale,Diane Setterfield,1.76,22/01/2023
2985, Science Fiction Fantasy,Foundation,Isaac Asimov,15.29,22/01/2023
2986, Japanese Literature,Norwegian Wood,Haruki Murakami,13,22/01/2023
2987, Classics,The Things They Carried,Tim OBrien,3.32,22/01/2023
2988, Literature,The Cider House Rules,John Irving,5.14,22/01/2023
2989, Thriller,Different Seasons,Stephen King,3.11,22/01/2023
2990, Fantasy,Kafka on the Shore,Haruki Murakami,8.22,22/01/2023
2991, Young Adult,Heidi,Johanna Spyri,2.49,22/01/2023
2992, Classics,Are You There God? Its Me,Judy Blume,11.9,22/01/2023
2993, Romance,City of Lost Souls,Cassandra Clare,5.26,22/01/2023
2994, Young Adult,Sophies World,Jostein Gaarder,3.43,22/01/2023
2995, High Fantasy,The Wise Mans Fear,Patrick Rothfuss,16.37,22/01/2023
2996, School,The Awakening,Kate Chopin,10.36,22/01/2023
2997, Holocaust,Sophies Choice,William Styron,4.08,22/01/2023
2998, Romance,The Prince of Tides,Pat Conroy,7.15,22/01/2023
2999, Contemporary,Never Let Me Go,Kazuo Ishiguro,6.46,22/01/2023
3000, Fiction,The Son of Neptune,Rick Riordan,6.42,22/01/2023
3001, Urban Fantasy,Dead Until Dark,Charlaine Harris,3.16,22/01/2023
3002, Classics,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,16.54,22/01/2023
3003, BDSM,Fifty Shades Darker,E.L. James,6.33,22/01/2023
3004, Fantasy,Ready Player One,Ernest Cline,16.53,22/01/2023
3005, Literature,Middlemarch,George Eliot,5.49,22/01/2023
3006, Humor,The Monster at the End of this Book,Jon Stone,5.46,22/01/2023
3007, Humor,Bridget Joness Diary,Helen Fielding,4.48,22/01/2023
3008, Novels,Mrs. Dalloway,Virginia Woolf,1.33,22/01/2023
3009, Fantasy,Mockingjay,Suzanne Collins,3.43,22/01/2023
3010, Literature,Franny and Zooey,J.D. Salinger,4.19,22/01/2023
3011, Classics,The Power of One,Bryce Courtenay,4,22/01/2023
3012, Young Adult,The Magicians Nephew,C.S. Lewis,2.86,22/01/2023
3013, Young Adult,Stardust,Neil Gaiman,6.7,22/01/2023
3014, Classics,Number the Stars,Lois Lowry,8.29,22/01/2023
3015, Science Fiction,Allegiant,Veronica Roth,2.76,22/01/2023
3016, Fiction,Eleanor & Park,Rainbow Rowell,1.06,22/01/2023
3017, Audiobook,A Short History of Nearly Everything,Bill Bryson,2.17,22/01/2023
3018, Chick Lit,Me Before You,Jojo Moyes,3.14,22/01/2023
3019, Fiction,The Mark of Athena,Rick Riordan,5.11,22/01/2023
3020, Dogs,The Art of Racing in the Rain,Garth Stein,5.27,22/01/2023
3021, High Fantasy,The Way of Kings,Brandon Sanderson,22.74,22/01/2023
3022, Fiction,If I Stay,Gayle Forman,3.82,22/01/2023
3023, Animals,Black Beauty,Anna Sewell,3.16,22/01/2023
3024, Irish Literature,A Portrait of the Artist as a Young Man,James Joyce,5.87,22/01/2023
3025, Adventure,Gullivers Travels,Jonathan Swift,3.27,22/01/2023
3026, Book Club,Bel Canto,Ann Patchett,2.86,22/01/2023
3027, Classics,American Psycho,Bret Easton Ellis,3.34,22/01/2023
3028, Dystopia,V for Vendetta,Alan Moore,14.65,22/01/2023
3029, Classics,Love You Forever,Robert Munsch,3.46,22/01/2023
3030, Classics,The Witches,Roald Dahl,3.84,22/01/2023
3031, Horror,The Graveyard Book,Neil Gaiman,3.87,22/01/2023
3032, Historical Fiction,The Complete Novels,Jane Austen,2.76,22/01/2023
3033, BDSM,Fifty Shades Freed,E.L. James,4,22/01/2023
3034, Romance,Cold Mountain,Charles Frazier,4.21,22/01/2023
3035, Animals,White Fang,Jack London,3.16,22/01/2023
3036, Fantasy,Beowulf,Unknown,4.55,22/01/2023
3037, Fiction,Tuck Everlasting,Natalie Babbitt,3.1,22/01/2023
3038, High Fantasy,The Final Empire,Brandon Sanderson,20.93,22/01/2023
3039, Romance,Beautiful Creatures,Kami Garcia,6.29,22/01/2023
3040, German Literature,Steppenwolf,Hermann Hesse,2.71,22/01/2023
3041, Dragons,Eldest,Christopher Paolini,3.11,22/01/2023
3042, Paranormal Romance,Dark Lover,J.R. Ward,3.89,22/01/2023
3043, Contemporary,Go Ask Alice,Beatrice Sparks (as Anonymous),2.98,22/01/2023
3044, High Fantasy,The Eye of the World,Robert Jordan,5.13,22/01/2023
3045, Short Stories,The Tell-Tale Heart and Other Writings,Edgar Allan Poe,5.58,22/01/2023
3046, Novels,As I Lay Dying,William Faulkner,3.81,22/01/2023
3047, Historical Fiction,A Separate Peace,John Knowles,2.82,22/01/2023
3048, History,The Complete Maus,Art Spiegelman,13.84,22/01/2023
3049, Historical Fiction,Mansfield Park,Jane Austen,3.11,22/01/2023
3050, Literature,The Amazing Adventures of Kavalier & Clay,Michael Chabon,3.76,22/01/2023
3051, Dragons,Brisingr,Christopher Paolini,3.92,22/01/2023
3052, Psychology,A Child Called It,Dave Pelzer,2.93,22/01/2023
3053, Realistic Fiction,Stargirl,Jerry Spinelli,2.25,22/01/2023
3054, Classics,Tao Te Ching,Lao Tzu,8,22/01/2023
3055, Contemporary,Dear John,Nicholas Sparks,1.64,22/01/2023
3056, Classics,Midnights Children,Salman Rushdie,0.85,22/01/2023
3057, Fantasy,Salems Lot,Stephen King,1.12,22/01/2023
3058, Short Stories,The Martian Chronicles,Ray Bradbury,3.63,22/01/2023
3059, Paranormal,Crescendo,Becca Fitzpatrick,5.8,22/01/2023
3060, Romance,The English Patient,Michael Ondaatje,16.05,22/01/2023
3061, Literature,East of Eden,John Steinbeck,5.26,22/01/2023
3062, Historical Fiction,Cloud Atlas,David Mitchell,1.15,22/01/2023
3063, Spirituality,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,4.41,22/01/2023
3064, Adventure,The Martian,Andy Weir,2.63,22/01/2023
3065, Suspense,The Firm,John Grisham,3.09,22/01/2023
3066, Contemporary,The Last Song,Nicholas Sparks,3.28,22/01/2023
3067, Literature,My Ántonia,Willa Cather,2.86,22/01/2023
3068, Romance,Shatter Me,Tahereh Mafi,4.81,22/01/2023
3069, Science Fiction,The Amber Spyglass,Philip Pullman,1.64,22/01/2023
3070, Russia,Doctor Zhivago,Boris Pasternak,6.56,22/01/2023
3071, France,The Hunchback of Notre-Dame,Victor Hugo,3.32,10/08/2023
3072, Literature,Inferno,Dante Alighieri,5.34,10/08/2023
3073, Historical Fiction,Like Water for Chocolate,Laura Esquivel,2.6,10/08/2023
3074, Fiction,Dragonfly in Amber,Diana Gabaldon,4.8,10/08/2023
3075, Humor,Breakfast of Champions,Kurt Vonnegut Jr.,2.82,10/08/2023
3076, Classics,The BFG,Roald Dahl,2.75,10/08/2023
3077, Young Adult Fantasy,Six of Crows,Leigh Bardugo,5.78,10/08/2023
3078, Magic,Harry Potter Series Box Set,J.K. Rowling,77.25,10/08/2023
3079, Biology,The Origin of Species,Charles Darwin,5.58,10/08/2023
3080, Canada,A Fine Balance,Rohinton Mistry,7.31,10/08/2023
3081, Paranormal,Daughter of Smoke & Bone,Laini Taylor,4.99,10/08/2023
3082, Science Fiction,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,3.35,10/08/2023
3083, Paranormal,City of Heavenly Fire,Cassandra Clare,8.37,10/08/2023
3084, Romance,Evermore,Alyson Noel,1.45,10/08/2023
3085, Drama,Death of a Salesman,Arthur Miller,3.92,10/08/2023
3086, Time Travel,11/22/63,Stephen King,6.21,10/08/2023
3087, Crime,Midnight in the Garden of Good and Evil,John Berendt,4.43,10/08/2023
3088, Fiction,A Streetcar Named Desire,Tennessee Williams,5.26,10/08/2023
